TradingDay,InstrumentID,LastPrice,PreSettlementPrice,PreClosePrice,PreOpenInterest,OpenPrice,HighestPrice,LowestPrice,Volume,Turnover,OpenInterest,ClosePrice,SettlementPrice,UpperLimitPrice,LowerLimitPrice,PreDelta,CurrDelta,UpdateTime,UpdateMillisec,BidPrice1,BidVolume1,AskPrice1,AskVolume1,AveragePrice,ActionDay
20210218,i2105,1115.5,1057.0,1071.5,406663.0,1100.0,1131.0,1100.0,158807,17747238850.0,414592.0,1.7976931348623157e+308,1.7976931348623157e+308,1173.0,941.0,0.0,1.7976931348623157e+308,11:30:00,500,1115.0,255,1116.0,18,111753.504883286,20210218
